"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES" 
"May 10, 2023 1:44 PM","(-) Expense","287000.00","Engredients Shopping","Daily Driver","yogya" 
"May 10, 2023 1:45 PM","(-) Expense","7500.00","Admin fee","Daily Driver","fee tarik tunai beda bang" 
"May 11, 2023 9:18 AM","(-) Expense","40000.00","Food","Fun Funds","dana warkop" 
"May 11, 2023 1:46 PM","(-) Expense","32000.00","Food","Daily Driver","ayam sambel mangga" 
"May 12, 2023 1:39 PM","(-) Expense","76000.00","Food","Fun Funds","seafood" 
"May 12, 2023 1:39 PM","(-) Expense","54500.00","Sport","Fun Funds","pitpool" 
"May 12, 2023 1:39 PM","(-) Expense","63500.00","Medicine","Fun Funds","actifed" 
"May 12, 2023 1:39 PM","(-) Expense","103000.00","Food","Fun Funds","bebek kalio berempat" 
"May 12, 2023 1:40 PM","(-) Expense","80000.00","Entertainment","Fun Funds","gopay coc" 
"May 12, 2023 1:40 PM","(-) Expense","29000.00","Gift","Fun Funds","beli rokok buat iki" 
"May 12, 2023 1:42 PM","(-) Expense","17000.00","Admin fee","Fun Funds","admin fee" 
"May 12, 2023 1:45 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"May 12, 2023 1:45 PM","(+) Income","150000.00","Gift","Daily Driver","tambahan dari papah" 
"May 12, 2023 1:46 PM","(-) Expense","15000.00","Admin fee","Daily Driver","admin fee total" 
"May 13, 2023 9:18 AM","(-) Expense","49000.00","Food","Fun Funds","seko coffee" 
"May 14, 2023 9:16 AM","(-) Expense","52000.00","Food","Fun Funds","wargot" 
"May 14, 2023 9:17 AM","(-) Expense","121000.00","Food","Fun Funds","pizza rush" 
"May 14, 2023 9:17 AM","(-) Expense","23000.00","Food","Fun Funds","warung" 
"May 14, 2023 9:18 AM","(-) Expense","39000.00","Food","Fun Funds","wargot" 
"May 14, 2023 2:18 PM","(-) Expense","25000.00","cash out","Daily Driver","cash" 
"May 14, 2023 2:19 PM","(-) Expense","20000.00","Gas","Daily Driver","" 
"May 15, 2023 9:02 AM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"May 15, 2023 9:02 AM","(-) Expense","16000.00","Food","Daily Driver","warteg" 
"May 15, 2023 9:03 AM","(-) Expense","50000.00","Food","Daily Driver","dana warkop" 
"May 15, 2023 9:03 AM","(-) Expense","55000.00","Food","Daily Driver","pecel lele" 
"May 15, 2023 9:19 AM","(*) Transfer","58000.00","  -  ","Fun Funds->Daily Driver","" 
"May 15, 2023 9:20 AM","(-) Expense","17000.00","cash out","Fun Funds","unknown" 
"May 15, 2023 2:19 PM","(-) Expense","75000.00","Utilities","Daily Driver","laundry" 
"May 15, 2023 2:19 PM","(-) Expense","25000.00","Gift","Daily Driver","rokok gift" 
"May 15, 2023 2:20 PM","(-) Expense","10000.00","Food","Daily Driver","pocari tweak" 
"May 15, 2023 2:20 PM","(-) Expense","16500.00","Beauty","Daily Driver","sikat gigi dan odol" 
"May 15, 2023 2:21 PM","(-) Expense","13000.00","Admin fee","Daily Driver","admin fee" 
"May 16, 2023 9:04 AM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"May 16, 2023 9:04 AM","(+) Income","130000.00","Gift","Daily Driver","pita" 
"May 16, 2023 9:04 AM","(-) Expense","25000.00","Food","Daily Driver","dana warkop" 
"May 16, 2023 9:05 AM","(-) Expense","22000.00","Food","Daily Driver","warteg sari rasa" 
"May 17, 2023 9:05 AM","(-) Expense","93500.00","Food","Daily Driver","ikea kbp bogo" 
"May 18, 2023 9:06 AM","(-) Expense","10000.00","Admin fee","Daily Driver","" 
"May 19, 2023 9:06 AM","(-) Expense","21000.00","Food","Daily Driver","cipaglo unknown food" 
"May 19, 2023 9:07 AM","(-) Expense","13000.00","Food","Daily Driver","warkop" 
"May 19, 2023 9:07 AM","(-) Expense","20000.00","Food","Daily Driver","dana warkop" 
"May 20, 2023 9:08 AM","(-) Expense","15000.00","Admin fee","Daily Driver","" 
"May 21, 2023 9:08 AM","(-) Expense","41000.00","Food","Daily Driver","shopee pay" 
"May 22, 2023 9:09 AM","(+) Income","100000.00","backup funds","Daily Driver","dari tabungan" 
"May 22, 2023 9:09 AM","(-) Expense","133000.00","Engredients Shopping","Daily Driver","yogya shopping" 
"May 23, 2023 9:12 AM","(-) Expense","78000.00","Food","Daily Driver","marka kopi" 
"May 23, 2023 9:16 AM","(-) Expense","38000.00","Food","Fun Funds","dreezel" 
"May 24, 2023 9:11 AM","(+) Income","125000.00","backup funds","Daily Driver","dana darurat" 
"May 24, 2023 9:12 AM","(-) Expense","30000.00","Gas","Daily Driver","shell" 
"May 25, 2023 9:13 AM","(+) Income","2500000.00","House Income","Daily Driver","pops" 
"May 25, 2023 9:14 AM","(-) Expense","67000.00","Food","Daily Driver","lumintu" 
"May 25, 2023 1:31 PM","(-) Expense","250000.00","Gift","Daily Driver","sedekah wajan" 
"May 26, 2023 9:10 AM","(-) Expense","11000.00","Food","Daily Driver","qris warung" 
"May 26, 2023 9:11 AM","(-) Expense","20000.00","Food","Daily Driver","dana warkop" 
"May 26, 2023 9:13 AM","(-) Expense","72000.00","Food","Daily Driver","dana warkop" 
"May 26, 2023 9:14 AM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"May 26, 2023 9:20 AM","(*) Transfer","1000000.00","  -  ","Daily Driver->Fun Funds","fun funds" 
"May 27, 2023 1:32 PM","(-) Expense","179000.00","Engredients Shopping","Daily Driver","yogya bojong" 
"May 27, 2023 1:32 PM","(+) Income","1200000.00","House Income","Daily Driver","uang bulanan pita" 
"May 31, 2023 1:32 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"May 31, 2023 1:32 PM","(+) Income","2161000.00","Professional Income","Daily Driver","upwork " 
"May 31, 2023 1:35 PM","(*) Transfer","2150000.00","  -  ","Daily Driver->Fun Funds","upwork money for buying shit" 
"May 31, 2023 1:36 PM","(-) Expense","750000.00","Savings","Fun Funds","traveling money" 
"May 31, 2023 1:36 PM","(-) Expense","600000.00","Savings","Fun Funds","money for oly shoes" 
"May 31, 2023 1:38 PM","(-) Expense","55000.00","Food","Fun Funds","eskalasi space" 
"May 31, 2023 1:39 PM","(-) Expense","44000.00","Food","Fun Funds","gultik" 
"May 31, 2023 1:39 PM","(-) Expense","20000.00","Transportation","Fun Funds","bis tp" 
"May 31, 2023 1:39 PM","(-) Expense","26000.00","Food","Fun Funds","warung dan warkop" 
"May 31, 2023 1:40 PM","(-) Expense","6000.00","Admin fee","Fun Funds","admin" 
"May 31, 2023 2:25 PM","(-) Expense","700000.00","Savings","Fun Funds","jajan saving" 
"May 31, 2023 2:25 PM","(-) Expense","15000.00","Food","Fun Funds","shopeepay" 
"Jun 01, 2023 8:33 AM","(-) Expense","126000.00","Gas","Daily Driver","shell" 
"Jun 01, 2023 8:34 AM","(-) Expense","100000.00","cash out","Daily Driver","" 
"Jun 02, 2023 8:35 AM","(-) Expense","50000.00","Food","Daily Driver","top up tap cash javajazz" 
"Jun 03, 2023 8:37 AM","(-) Expense","27000.00","Food","Daily Driver","wargot" 
"Jun 03, 2023 8:40 AM","(-) Expense","17000.00","Food","Daily Driver","wargot" 
"Jun 04, 2023 8:37 AM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jun 04, 2023 8:38 AM","(-) Expense","24500.00","Food","Daily Driver","warung " 
"Jun 05, 2023 8:34 AM","(-) Expense","18000.00","Food","Daily Driver","wargot" 
"Jun 05, 2023 9:05 AM","(+) Income","92500.00","Reimbursements","Daily Driver","wifi uki" 
"Jun 05, 2023 9:06 AM","(-) Expense","16500.00","Food","Daily Driver","indomart" 
"Jun 05, 2023 9:06 AM","(-) Expense","69000.00","Medicine","Daily Driver","suntik alergi di bona" 
"Jun 06, 2023 9:06 AM","(-) Expense","50000.00","Food","Daily Driver","dana buat warkop" 
"Jun 06, 2023 9:07 AM","(-) Expense","109000.00","Engredients Shopping","Daily Driver","yogya bojongsoang" 
"Jun 06, 2023 9:07 AM","(-) Expense","277500.00","Utilities","Daily Driver","wifi" 
"Jun 08, 2023 9:58 AM","(+) Income","92500.00","Reimbursements","Daily Driver","wifi ikbar" 
"Jun 10, 2023 5:55 PM","(-) Expense","100000.00","Food","Daily Driver","dana warkop" 
"Jun 10, 2023 5:55 PM","(-) Expense","20000.00","Food","Daily Driver","dana warkop" 
"Jun 11, 2023 5:55 PM","(-) Expense","50000.00","Food","Daily Driver","dana warkop" 
"Jun 13, 2023 5:53 PM","(-) Expense","57000.00","Food","Daily Driver","wargot" 
"Jun 13, 2023 5:54 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jun 14, 2023 5:50 PM","(-) Expense","40000.00","Gas","Daily Driver","shell pp" 
"Jun 14, 2023 5:56 PM","(-) Expense","21000.00","Food","Daily Driver","warung" 
"Jun 15, 2023 12:13 PM","(-) Expense","934000.00","cash out","Fun Funds","sorry man, just didnt document any expenses this month" 
"Jun 16, 2023 12:58 PM","(-) Expense","110000.00","Food","Daily Driver","amer" 
"Jun 16, 2023 5:32 PM","(-) Expense","10000.00","Food","Daily Driver","warkop" 
"Jun 16, 2023 5:33 PM","(-) Expense","27000.00","Food","Daily Driver","warung" 
"Jun 17, 2023 12:59 PM","(-) Expense","65000.00","Food","Daily Driver","wargot" 
"Jun 18, 2023 12:01 PM","(-) Expense","37000.00","Food","Daily Driver","wargot" 
"Jun 18, 2023 12:58 PM","(-) Expense","5000.00","Admin fee","Daily Driver","admin bca
" 
"Jun 18, 2023 12:59 PM","(-) Expense","134000.00","Engredients Shopping","Daily Driver","yogya" 
"Jun 19, 2023 12:02 PM","(-) Expense","44000.00","Food","Daily Driver","warkop" 
"Jun 19, 2023 12:03 PM","(-) Expense","75000.00","Home Purchases","Daily Driver","belanja tokped" 
"Jun 20, 2023 12:03 PM","(-) Expense","10000.00","Food","Daily Driver","minuman tweak" 
"Jun 20, 2023 12:04 PM","(-) Expense","101000.00","Food","Daily Driver","shopeefood" 
"Jun 20, 2023 12:04 PM","(-) Expense","20000.00","Food","Daily Driver","alumni kopi" 
"Jun 21, 2023 12:05 PM","(-) Expense","19000.00","Food","Daily Driver","wargot" 
"Jun 21, 2023 12:05 PM","(-) Expense","32000.00","Food","Daily Driver","sambel mangga" 
"Jun 21, 2023 12:05 PM","(-) Expense","12000.00","Food","Daily Driver","teh poci" 
"Jun 22, 2023 12:06 PM","(-) Expense","42000.00","Food","Daily Driver","wargot" 
"Jun 22, 2023 12:06 PM","(-) Expense","26000.00","Engredients Shopping","Daily Driver","warung" 
"Jun 23, 2023 12:08 PM","(-) Expense","14000.00","Food","Daily Driver","wargot" 
"Jun 24, 2023 12:08 PM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jun 24, 2023 12:09 PM","(+) Income","150000.00","backup funds","Daily Driver","dana darurat" 
"Jun 24, 2023 12:09 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jun 25, 2023 12:09 PM","(-) Expense","35000.00","Food","Daily Driver","warkop" 
"Jun 25, 2023 12:10 PM","(+) Income","200000.00","Gift","Daily Driver","pops" 
"Jun 25, 2023 12:10 PM","(+) Income","300000.00","House Income","Daily Driver","uang bulanan pita" 
"Jun 26, 2023 12:10 PM","(-) Expense","184000.00","Engredients Shopping","Daily Driver","yogya bojong" 
"Jun 26, 2023 12:10 PM","(-) Expense","50000.00","cash out","Daily Driver","cash" 
"Jun 26, 2023 12:11 PM","(+) Income","2500000.00","House Income","Daily Driver","pops" 
"Jun 26, 2023 12:12 PM","(+) Income","1100000.00","House Income","Daily Driver","uang bulanan pita" 
"Jun 27, 2023 6:36 AM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jun 27, 2023 12:12 PM","(*) Transfer","1000000.00","  -  ","Daily Driver->Fun Funds","" 
"Jun 27, 2023 12:13 PM","(-) Expense","30000.00","Home Purchases","Fun Funds","sampoo pita" 
"Jun 27, 2023 12:14 PM","(-) Expense","40000.00","Food","Daily Driver","kwetiau chinese food" 
"Jun 28, 2023 6:34 AM","(-) Expense","100000.00","Utilities","Daily Driver","listrik" 
"Jun 28, 2023 6:37 AM","(-) Expense","23000.00","Food","Daily Driver","wargot" 
"Jun 28, 2023 6:38 AM","(-) Expense","20000.00","Transportation","Fun Funds","bis ojan dan pita" 
"Jun 28, 2023 1:54 PM","(-) Expense","400000.00","Savings","Daily Driver","jajan" 
"Jun 28, 2023 1:58 PM","(-) Expense","32000.00","Food","Daily Driver","sambel mangga" 
"Jun 29, 2023 6:35 AM","(-) Expense","20000.00","Gift","Daily Driver","sedekah al irsyad" 
"Jun 29, 2023 2:24 PM","(+) Income","225000.00","Reimbursements","Daily Driver","books bbw" 
"Jun 29, 2023 2:30 PM","(-) Expense","185000.00","Education","Fun Funds","buku bbw" 
"Jun 30, 2023 2:24 PM","(-) Expense","290000.00","Education","Daily Driver","books bbw" 
"Jun 30, 2023 2:32 PM","(-) Expense","16500.00","Food","Fun Funds","mixue" 
"Jul 01, 2023 2:25 PM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 01, 2023 2:32 PM","(-) Expense","100000.00","Beauty","Fun Funds","collars barber" 
"Jul 01, 2023 2:33 PM","(-) Expense","98000.00","Food","Fun Funds","dear butter kbp" 
"Jul 02, 2023 2:23 PM","(-) Expense","42000.00","Food","Daily Driver","" 
"Jul 02, 2023 2:33 PM","(-) Expense","31000.00","Food","Fun Funds","croffle shell" 
"Jul 02, 2023 4:34 PM","(-) Expense","103500.00","Beauty","Daily Driver","potong rambut" 
"Jul 02, 2023 4:34 PM","(-) Expense","100000.00","Electronics","Fun Funds","relx disposable" 
"Jul 03, 2023 2:23 PM","(+) Income","5069000.00","Professional Income","Daily Driver","upwork momo" 
"Jul 03, 2023 2:25 PM","(*) Transfer","5000000.00","  -  ","Daily Driver->Fun Funds","for savings" 
"Jul 03, 2023 2:26 PM","(-) Expense","3500000.00","Savings","Fun Funds","dana darurat" 
"Jul 03, 2023 2:28 PM","(-) Expense","1000000.00","Electronics","Fun Funds","beli air purifier" 
"Jul 03, 2023 2:29 PM","(-) Expense","500000.00","Savings","Fun Funds","tab. traveling" 
"Jul 03, 2023 2:34 PM","(+) Income","79000.00","Reimbursements","Fun Funds","total cash back, bunga, dsb dari blu" 
"Jul 03, 2023 5:52 PM","(-) Expense","215000.00","Engredients Shopping","Daily Driver","yogya bojong" 
"Jul 03, 2023 5:55 PM","(-) Expense","54000.00","Food","Daily Driver","wargot" 
"Jul 04, 2023 5:52 PM","(+) Income","32000.00","Reimbursements","Daily Driver","telor buat ukigres" 
"Jul 04, 2023 5:53 PM","(+) Income","92500.00","Reimbursements","Daily Driver","wifi uki" 
"Jul 04, 2023 5:54 PM","(+) Income","92500.00","Reimbursements","Daily Driver","ikbar wifi" 
"Jul 06, 2023 5:54 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jul 06, 2023 5:54 PM","(-) Expense","14000.00","Food","Daily Driver","wargot" 
"Jul 06, 2023 5:56 PM","(-) Expense","277500.00","Utilities","Daily Driver","wifi. Gue cuma bayar 92500 sisanya di reimburse ikbar sama uki" 
"Jul 06, 2023 8:21 PM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jul 07, 2023 8:22 PM","(-) Expense","65000.00","Food","Daily Driver","wargot" 
"Jul 08, 2023 8:22 PM","(-) Expense","81000.00","Food","Daily Driver","wargot" 
"Jul 09, 2023 8:23 PM","(-) Expense","135000.00","Beauty","Daily Driver","kaos telcal" 
"Jul 09, 2023 8:28 PM","(-) Expense","35000.00","Food","Daily Driver","japra bakso" 
"Jul 11, 2023 9:57 AM","(-) Expense","139000.00","Food","Daily Driver","rijjstaffel" 
"Jul 11, 2023 9:57 AM","(+) Income","140000.00","Reimbursements","Daily Driver","dari tabungan" 
"Jul 11, 2023 10:07 AM","(-) Expense","23000.00","Food","Daily Driver","wargot" 
"Jul 11, 2023 8:20 PM","(-) Expense","485000.00","Medicine","Daily Driver","dokter gigi" 
"Jul 11, 2023 8:20 PM","(+) Income","500000.00","Reimbursements","Daily Driver","dokter gigi" 
"Jul 11, 2023 8:28 PM","(-) Expense","6000.00","cash out","Daily Driver","something" 
"Jul 12, 2023 9:57 AM","(-) Expense","240000.00","Engredients Shopping","Daily Driver","yogya bojong" 
"Jul 12, 2023 9:58 AM","(-) Expense","32000.00","Food","Daily Driver","sambel mangga" 
"Jul 12, 2023 9:58 AM","(-) Expense","23000.00","Food","Daily Driver","wargot" 
"Jul 16, 2023 9:58 AM","(-) Expense","408000.00","Food","Daily Driver","beintemas" 
"Jul 16, 2023 9:59 AM","(+) Income","408000.00","Reimbursements","Daily Driver","reimburse dari pops 300. Dari tabungan 108 " 
"Jul 17, 2023 9:59 AM","(-) Expense","50000.00","Social","Daily Driver","foto jonas" 
"Jul 18, 2023 10:00 AM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 18, 2023 10:01 AM","(-) Expense","28000.00","Food","Daily Driver","warung" 
"Jul 18, 2023 10:01 AM","(-) Expense","23000.00","Food","Daily Driver","wargot" 
"Jul 18, 2023 10:11 AM","(-) Expense","20000.00","Food","Daily Driver","sambel mangga" 
"Jul 19, 2023 10:01 AM","(-) Expense","73000.00","Social","Daily Driver","billiar" 
"Jul 19, 2023 10:02 AM","(-) Expense","55000.00","Food","Daily Driver","bu ngantuk" 
"Jul 19, 2023 10:08 AM","(-) Expense","50000.00","cash out","Daily Driver","cash" 
"Jul 20, 2023 10:04 AM","(-) Expense","32000.00","Food","Daily Driver","naskun sumur" 
"Jul 20, 2023 10:04 AM","(-) Expense","46000.00","Food","Daily Driver","dreezel" 
"Jul 20, 2023 10:08 AM","(-) Expense","21000.00","Home Purchases","Daily Driver","indomart point" 
"Jul 20, 2023 10:09 AM","(-) Expense","57000.00","Food","Daily Driver","telor dadar" 
"Jul 20, 2023 10:09 AM","(-) Expense","15000.00","Admin fee","Daily Driver","parkir pares" 
"Jul 21, 2023 10:06 AM","(-) Expense","21000.00","Food","Daily Driver","chatime" 
"Jul 22, 2023 10:06 AM","(-) Expense","102500.00","Utilities","Daily Driver","listrik" 
"Jul 22, 2023 10:06 AM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 23, 2023 10:07 AM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 23, 2023 10:07 AM","(-) Expense","15000.00","Admin fee","Daily Driver","admin bca" 
"Jul 25, 2023 2:54 PM","(-) Expense","376000.00","Transportation","Daily Driver","kereta bdg yk" 
"Jul 25, 2023 2:55 PM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 25, 2023 6:08 PM","(-) Expense","156000.00","Home Purchases","Daily Driver","beli rice cooker" 
"Jul 25, 2023 6:08 PM","(+) Income","2500000.00","House Income","Daily Driver","pops" 
"Jul 25, 2023 6:08 PM","(-) Expense","1000000.00","Savings","Daily Driver","rent money" 
"Jul 25, 2023 6:09 PM","(-) Expense","250000.00","Electronics","Daily Driver","1/3 dari tabungan keyboard" 
"Jul 25, 2023 6:09 PM","(-) Expense","300000.00","Engredients Shopping","Daily Driver","yogyq bojong" 
"Jul 25, 2023 6:33 PM","(+) Income","1484000.00","House Income","Daily Driver","pita" 
"Jul 25, 2023 6:33 PM","(*) Transfer","284000.00","  -  ","Daily Driver->Fun Funds","jajan pita" 
"Jul 25, 2023 6:34 PM","(+) Income","500000.00","Reimbursements","Daily Driver","uang transport ke jogja" 
"Jul 26, 2023 7:33 AM","(-) Expense","24000.00","Food","Daily Driver","takochi dan teh poci" 
"Jul 26, 2023 7:46 AM","(-) Expense","28000.00","Food","Daily Driver","wargot" 
"Jul 26, 2023 2:53 PM","(+) Income","4327000.00","Professional Income","Daily Driver","" 
"Jul 26, 2023 2:55 PM","(-) Expense","16000.00","Food","Daily Driver","wargot" 
"Jul 26, 2023 2:55 PM","(-) Expense","4000.00","Admin fee","Daily Driver","admin fee" 
"Jul 26, 2023 2:56 PM","(-) Expense","500000.00","Electronics","Daily Driver","tabungan keyboard" 
"Jul 26, 2023 2:56 PM","(-) Expense","600000.00","Gift","Daily Driver","buat sepatu pak arie" 
"Jul 26, 2023 2:57 PM","(*) Transfer","800000.00","  -  ","Daily Driver->Fun Funds","" 
"Jul 26, 2023 2:57 PM","(-) Expense","2000000.00","Savings","Daily Driver","dana darurat" 
"Jul 26, 2023 2:57 PM","(-) Expense","350000.00","Medicine","Daily Driver","aswaghanda" 
"Jul 27, 2023 7:24 AM","(-) Expense","100000.00","cash out","Daily Driver","cash" 
"Jul 27, 2023 7:24 AM","(-) Expense","30000.00","Food","Daily Driver","warteg dan mie baso" 
"Jul 27, 2023 7:25 AM","(-) Expense","48000.00","Food","Daily Driver","lokomart" 
"Jul 28, 2023 7:26 AM","(+) Income","500000.00","Gift","Daily Driver","uang jajan dari mbazir" 
"Jul 28, 2023 7:26 AM","(-) Expense","200000.00","Gift","Daily Driver","reimburse uang hidup pita" 
"Aug 02, 2023 7:27 AM","(-) Expense","53000.00","Admin fee","Daily Driver","nambahin transaksi tokpdd" 
"Aug 04, 2023 7:41 AM","(-) Expense","450000.00","Transportation","Daily Driver","kereta yk bdg" 
"Aug 04, 2023 7:41 AM","(-) Expense","350000.00","Transportation","Daily Driver","ngirim sepeda" 
"Aug 04, 2023 7:43 AM","(-) Expense","1200000.00","Home Purchases","Daily Driver","sewa kosan 1 bulam" 
"Aug 04, 2023 7:43 AM","(+) Income","1550000.00","Reimbursements","Daily Driver","reimburse papah ganti sewa kosan dan kargo" 
"Aug 04, 2023 7:44 AM","(+) Income","300000.00","Gift","Daily Driver","uang jajan dari tante marini" 
"Aug 05, 2023 7:46 AM","(-) Expense","38000.00","Food","Daily Driver","wargot" 
"Aug 05, 2023 7:47 AM","(-) Expense","12000.00","Admin fee","Daily Driver","tokopedia" 
"Aug 05, 2023 7:48 AM","(-) Expense","56000.00","Transportation","Daily Driver","grabcar" 
"Aug 06, 2023 7:48 AM","(-) Expense","18000.00","Food","Daily Driver","warteg" 
"Aug 07, 2023 3:20 PM","(-) Expense","20000.00","Food","Daily Driver","wargot" 
"Aug 07, 2023 3:20 PM","(-) Expense","33000.00","Food","Daily Driver","warteg" 
"Aug 08, 2023 3:20 PM","(+) Income","15000.00","Gift","Daily Driver","" 
"Aug 09, 2023 3:20 PM","(-) Expense","96000.00","Food","Daily Driver","teman lama ngopi dan majan" 
"Aug 10, 2023 3:21 PM","(-) Expense","252500.00","Gift","Daily Driver","gift for pita" 
"Aug 10, 2023 3:22 PM","(-) Expense","8000.00","Admin fee","Daily Driver","" 
"Aug 11, 2023 8:22 PM","(-) Expense","69000.00","Food","Daily Driver","Teman lama" 
"Aug 12, 2023 8:32 PM","(-) Expense","38000.00","Food","Daily Driver","wargot" 
"Aug 12, 2023 8:33 PM","(-) Expense","277500.00","Utilities","Daily Driver","biznet wifi" 
"Aug 12, 2023 8:34 PM","(-) Expense","15500.00","Food","Daily Driver","warteg" 
"Aug 13, 2023 8:35 PM","(-) Expense","13000.00","Food","Daily Driver","warteg" 
"Aug 13, 2023 8:35 PM","(-) Expense","18500.00","Food","Daily Driver","unkniwn" 
"Aug 13, 2023 8:35 PM","(-) Expense","102500.00","Utilities","Daily Driver","listrik" 
"Aug 13, 2023 8:36 PM","(-) Expense","320000.00","Engredients Shopping","Daily Driver","belanja superindo" 
"Aug 14, 2023 8:37 PM","(+) Income","44500.00","Reimbursements","Daily Driver","dari ovo" 
"Aug 15, 2023 8:38 PM","(-) Expense","72000.00","Transportation","Daily Driver","gojek" 
"Aug 15, 2023 8:41 PM","(-) Expense","51000.00","Food","Daily Driver","talupa" 
"Aug 16, 2023 8:41 PM","(-) Expense","37000.00","Transportation","Daily Driver","gojek" 
"Aug 17, 2023 8:42 PM","(+) Income","100000.00","Gift","Daily Driver","pita" 
"Aug 17, 2023 8:42 PM","(-) Expense","201733.00","Engredients Shopping","Daily Driver","yogya bojong" 
"Aug 17, 2023 8:43 PM","(-) Expense","200000.00","cash out","Daily Driver","cash" 
"Aug 18, 2023 8:43 PM","(-) Expense","15000.00","Admin fee","Daily Driver","admin" 
"Aug 19, 2023 8:44 PM","(-) Expense","38000.00","Food","Daily Driver","wargot" 
"Aug 19, 2023 8:44 PM","(-) Expense","54000.00","Food","Daily Driver","pecel lele lumintu" 
"Aug 19, 2023 8:44 PM","(-) Expense","28000.00","Home Purchases","Daily Driver","warung" 
"Aug 19, 2023 8:45 PM","(-) Expense","30000.00","Gas","Daily Driver","bensin" 
"Aug 21, 2023 8:45 PM","(-) Expense","31000.00","Transportation","Daily Driver","gojek" 
"Aug 21, 2023 8:47 PM","(-) Expense","18000.00","Food","Daily Driver","capp dreezel" 
"Aug 21, 2023 8:47 PM","(-) Expense","40000.00","Food","Daily Driver","shopeefood" 
"Aug 22, 2023 8:48 PM","(-) Expense","30000.00","Food","Daily Driver","chinese food AA" 
"Aug 22, 2023 8:49 PM","(+) Income","300000.00","Gift","Daily Driver","dari mamah buat foto wira wisuda" 
"Aug 22, 2023 8:50 PM","(-) Expense","10000.00","Transportation","Daily Driver","ovo kereta pita" 
"Aug 22, 2023 8:51 PM","(-) Expense","302500.00","Social","Daily Driver","dp foto wira" 
"Aug 24, 2023 8:51 PM","(+) Income","400000.00","Gift","Daily Driver","buat foto jonas" 
"Aug 24, 2023 8:53 PM","(-) Expense","375000.00","Social","Daily Driver","jonas" 
"Aug 24, 2023 8:53 PM","(-) Expense","41000.00","Transportation","Daily Driver","gojek pita" 
"Aug 24, 2023 9:57 PM","(-) Expense","1580000.00","Trully unaccounted","Fun Funds","nggakeitung euy" 
